ID,2021_Value,2020_Value,2019_Value
3_X_Absa,,,
6_X_Absa,,,
7_X_Absa,,,
8_X_Absa,,,
9_X_Absa,,,
10_X_Absa,,,
11_X_Absa,,,
12_X_Absa,,,
13_X_Absa,,,
14_X_Absa,,,
15_X_Absa,,,
16_X_Absa,,,
17_X_Absa,,,
18_X_Absa,,,
20_X_Absa,,,
21_X_Absa,,,
26_X_Absa,,,
27_X_Absa,,,
28_X_Absa,,,
29_X_Absa,,,
31_X_Absa,,,
35_X_Absa,,,
38_X_Absa,,,
41_X_Absa,,,
42_X_Absa,,,
43_X_Absa,,,
44_X_Absa,,,
46_X_Absa,4400000000.0,3500000000.0,2700000000.0
47_X_Absa,,,
48_X_Absa,,,
49_X_Absa,1.0,2.0,1.0
50_X_Absa,,,
51_X_Absa,,,
52_X_Absa,98.0,99.0,95.0
53_X_Absa,3.0,3.0,4.0
54_X_Absa,12.0,13.0,12.0
55_X_Absa,,,
62_X_Absa,,,
63_X_Absa,,,
64_X_Absa,,,
65_X_Absa,,,
66_X_Absa,,,
67_X_Absa,,,
70_X_Absa,,,
74_X_Absa,,,
77_X_Absa,,,
82_X_Absa,,,
83_X_Absa,,,
86_X_Absa,,,
90_X_Absa,,,
93_X_Absa,,,
95_X_Absa,,,
96_X_Absa,,,
97_X_Absa,,,
100_X_Absa,,,
101_X_Absa,,,
103_X_Absa,,,
104_X_Absa,,,
105_X_Absa,,,
109_X_Absa,26133000000.0,25407000000.0,26262000000.0
110_X_Absa,,,
111_X_Absa,,,
112_X_Absa,,,
113_X_Absa,,,
114_X_Absa,,,
115_X_Absa,,,
116_X_Absa,,,
118_X_Absa,,,
119_X_Absa,,,
120_X_Absa,,,
121_X_Absa,,,
122_X_Absa,0.0,0.0,0.0
123_X_Absa,,,
124_X_Absa,,,
125_X_Absa,,,
126_X_Absa,,,
128_X_Absa,12276.0,12258.0,20835.0
129_X_Absa,158756.0,160222.0,104716.0
130_X_Absa,16205.0,17481.0,27775.0
132_X_Absa,,,
133_X_Absa,5.02,4.81,5.79
134_X_Absa,,,
135_X_Absa,,,
136_X_Absa,,,
137_X_Absa,,,
138_X_Absa,,,
141_X_Absa,,,
142_X_Absa,,,
143_X_Absa,,,
144_X_Absa,,,
145_X_Absa,,,
146_X_Absa,,,
148_X_Absa,,,
150_X_Absa,,,
151_X_Absa,0.06,0.11,0.15
153_X_Absa,,,
154_X_Absa,,,
156_X_Absa,,,
157_X_Absa,,,
162_X_Absa,,,
163_X_Absa,30463.9382409177,29572.3041108985,64147.4268642445
164_X_Absa,,,
166_X_Absa,,,
169_X_Absa,,,
170_X_Absa,250.0,777.0,1415.0
172_X_Absa,,,
179_X_Absa,,,
183_X_Absa,,,
185_X_Absa,,,
187_X_Absa,,,
188_X_Absa,,,
189_X_Absa,,,
190_X_Absa,,,
191_X_Absa,,,
193_X_Absa,,,
194_X_Absa,,,
195_X_Absa,,,
196_X_Absa,,,
197_X_Absa,,,
198_X_Absa,,,
203_X_Absa,,,
212_X_Absa,,,
213_X_Absa,,,
214_X_Absa,,,
216_X_Absa,,,
219_X_Absa,0.0,0.0,0.0
220_X_Absa,6.0,5.0,4.0
222_X_Absa,,,
226_X_Absa,,,
228_X_Absa,,,
229_X_Absa,,,
232_X_Absa,,,
236_X_Absa,,,
243_X_Absa,,,
244_X_Absa,25.0,52.0,128.0
246_X_Absa,829.0,527.0,684.0
252_X_Absa,,,
259_X_Absa,,,
262_X_Absa,,,
265_X_Absa,,,
267_X_Absa,,,
268_X_Absa,,,
269_X_Absa,,,
273_X_Absa,,,
274_X_Absa,,,
275_X_Absa,,,
276_X_Absa,,,
277_X_Absa,,,
278_X_Absa,,,
279_X_Absa,,,
281_X_Absa,,,
282_X_Absa,,,
285_X_Absa,,,
286_X_Absa,,,
287_X_Absa,,,
288_X_Absa,,,
289_X_Absa,,,
290_X_Absa,,,
291_X_Absa,,,
293_X_Absa,,,
294_X_Absa,,,
295_X_Absa,38.1,53.8,56.0
298_X_Absa,,,
300_X_Absa,,,
302_X_Absa,,,
308_X_Absa,,,
311_X_Absa,86.2,94.7,93.7
314_X_Absa,,,
316_X_Absa,,,
317_X_Absa,,,
318_X_Absa,,,
319_X_Absa,,,
321_X_Absa,,,
323_X_Absa,,,
324_X_Absa,,,
325_X_Absa,,,
326_X_Absa,,,
331_X_Absa,,,
332_X_Absa,,,
333_X_Absa,,,
334_X_Absa,,,
338_X_Absa,,,
339_X_Absa,,,
341_X_Absa,,,
343_X_Absa,,,
347_X_Absa,,,
348_X_Absa,61.8,62.0,62.5
349_X_Absa,60.9,61.1,61.1
353_X_Absa,,,
356_X_Absa,,,
364_X_Absa,6500000000.0,4800000000.0,5700000000.0
366_X_Absa,,,
367_X_Absa,,,
368_X_Absa,,,
369_X_Absa,,,
376_X_Absa,,,
379_X_Absa,,,
380_X_Absa,,,
382_X_Absa,,,
385_X_Absa,,,
390_X_Absa,,,
393_X_Absa,,,
394_X_Absa,,,
397_X_Absa,,,
398_X_Absa,,,
399_X_Absa,,,
400_X_Absa,,,
404_X_Absa,,,
406_X_Absa,,,
407_X_Absa,,,
414_X_Absa,,,
418_X_Absa,,,
421_X_Absa,,,
430_X_Absa,,,
432_X_Absa,,,
433_X_Absa,,,
435_X_Absa,,,
439_X_Absa,,,
444_X_Absa,8463000000.0,1844000000.0,1468000000.0
445_X_Absa,,,
448_X_Absa,,,
449_X_Absa,,,
451_X_Absa,,,
452_X_Absa,,,
453_X_Absa,,,
458_X_Absa,,,
460_X_Absa,,,
461_X_Absa,,,
466_X_Absa,449000000.0,406200000.0,450500000.0
467_X_Absa,,,
468_X_Absa,812374.632,808535.97,1007415.7488
471_X_Absa,,,
473_X_Absa,,,
474_X_Absa,,,
475_X_Absa,,,
476_X_Absa,,,
477_X_Absa,,,
479_X_Absa,,,
480_X_Absa,,,
482_X_Absa,,,
483_X_Absa,,,
484_X_Absa,,,
488_X_Absa,,,
489_X_Absa,206.103,160.848,
490_X_Absa,30707.5428,24010.8516,19575.6696
491_X_Absa,,,
498_X_Absa,,,
499_X_Absa,,,
500_X_Absa,1900000.0,1300000.0,1000000.0
502_X_Absa,,,
504_X_Absa,,,
506_X_Absa,16300000000.0,17800000000.0,17700000000.0
508_X_Absa,180036.673,181696.723,197887.701
511_X_Absa,1148.0,864.0,
513_X_Absa,,,
517_X_Absa,,,
523_X_Absa,25908.0,27160.0,28296.0
525_X_Absa,,,
530_X_Absa,,,
532_X_Absa,,,
533_X_Absa,,,
539_X_Absa,,,
550_X_Absa,,,
554_X_Absa,1834.0,530.0,
555_X_Absa,,,
561_X_Absa,,,
564_X_Absa,,,
565_X_Absa,,,
566_X_Absa,,,
572_X_Absa,,,
573_X_Absa,,,
574_X_Absa,,,
575_X_Absa,18900000000.0,18800000000.0,18900000000.0
579_X_Absa,,,
582_X_Absa,,,
585_X_Absa,,,
586_X_Absa,,,
587_X_Absa,,,
590_X_Absa,,,
592_X_Absa,,,
595_X_Absa,,,
596_X_Absa,,,
597_X_Absa,,,
599_X_Absa,,,
601_X_Absa,,,
602_X_Absa,,,
605_X_Absa,,,
606_X_Absa,,,
607_X_Absa,,,
608_X_Absa,,,
609_X_Absa,,,
613_X_Absa,,,
615_X_Absa,,,
616_X_Absa,,,
617_X_Absa,,,
619_X_Absa,,,
620_X_Absa,,,
621_X_Absa,,,
622_X_Absa,,,
623_X_Absa,,,
627_X_Absa,,,
628_X_Absa,,,
629_X_Absa,,,
630_X_Absa,,,
631_X_Absa,,,
632_X_Absa,,,
638_X_Absa,,,
639_X_Absa,,,
640_X_Absa,,,
644_X_Absa,,,
650_X_Absa,,,
654_X_Absa,,,
678_X_Absa,,,
679_X_Absa,,,
684_X_Absa,,,
689_X_Absa,,,
698_X_Absa,,,
700_X_Absa,,,
703_X_Absa,,,
704_X_Absa,,,
713_X_Absa,,,
716_X_Absa,,,
732_X_Absa,8.7,7.0,11.9
733_X_Absa,709.0,1903.0,3063.0
734_X_Absa,459.0,1126.0,1645.0
735_X_Absa,,,
736_X_Absa,,,
737_X_Absa,,,
738_X_Absa,,,
742_X_Absa,,,
749_X_Absa,,,
750_X_Absa,15.0,16.0,16.0
751_X_Absa,55.33,56.42,39.24
753_X_Absa,,,
757_X_Absa,,,
758_X_Absa,,,
759_X_Absa,,,
760_X_Absa,,,
761_X_Absa,,,
762_X_Absa,,,
763_X_Absa,,,
764_X_Absa,60.2,40.17,41.55
765_X_Absa,,,
766_X_Absa,47.84,27.89,35.6
767_X_Absa,,,
768_X_Absa,,,
771_X_Absa,,,
772_X_Absa,,,
773_X_Absa,,,
774_X_Absa,,,
775_X_Absa,,,
776_X_Absa,,,
777_X_Absa,,,
778_X_Absa,,,
779_X_Absa,,,
781_X_Absa,,,
782_X_Absa,,,
783_X_Absa,,,
784_X_Absa,,,
785_X_Absa,,,
786_X_Absa,,,
788_X_Absa,,,
789_X_Absa,,,
790_X_Absa,,,
791_X_Absa,,,
792_X_Absa,,,
794_X_Absa,2.0,2.0,3.0
795_X_Absa,12.0,11.0,12.0
796_X_Absa,1.0,3.0,1.0
797_X_Absa,,,
798_X_Absa,,,
799_X_Absa,4.0,4.0,
800_X_Absa,,,
802_X_Absa,,,
803_X_Absa,,,
804_X_Absa,,,
805_X_Absa,,,
806_X_Absa,,,
807_X_Absa,,,
808_X_Absa,,,
809_X_Absa,,,
810_X_Absa,,,
813_X_Absa,,,
814_X_Absa,,,
815_X_Absa,,,
816_X_Absa,,,
817_X_Absa,,,
818_X_Absa,,,
819_X_Absa,,,
820_X_Absa,,,
821_X_Absa,,,
822_X_Absa,,,
823_X_Absa,,,
824_X_Absa,,,
825_X_Absa,,,
826_X_Absa,,,
827_X_Absa,,,
828_X_Absa,,,
829_X_Absa,,,
830_X_Absa,,,
831_X_Absa,,,
832_X_Absa,,,
833_X_Absa,,,
834_X_Absa,,,
835_X_Absa,,,
836_X_Absa,,,
837_X_Absa,,,
838_X_Absa,,,
839_X_Absa,,,
840_X_Absa,,,
841_X_Absa,,,
842_X_Absa,,,
843_X_Absa,,,
844_X_Absa,,,
845_X_Absa,,,
846_X_Absa,,,
847_X_Absa,,,
848_X_Absa,,,
849_X_Absa,,,
850_X_Absa,,,
851_X_Absa,,,
852_X_Absa,,92.0,96.5
853_X_Absa,,,
854_X_Absa,,,
855_X_Absa,,,
856_X_Absa,,,
857_X_Absa,,,
858_X_Absa,,,
859_X_Absa,,,
860_X_Absa,,,
861_X_Absa,,,
862_X_Absa,,,
863_X_Absa,,,
864_X_Absa,,,
865_X_Absa,,,
866_X_Absa,,,
867_X_Absa,,,
871_X_Absa,,,
874_X_Absa,,,
880_X_Absa,,,
882_X_Absa,,,
883_X_Absa,,,
886_X_Absa,,,
887_X_Absa,,,
888_X_Absa,,,
889_X_Absa,,,
891_X_Absa,,,
905_X_Absa,,,
913_X_Absa,,,
914_X_Absa,,,
915_X_Absa,,,
916_X_Absa,,,
917_X_Absa,,,
918_X_Absa,,,
919_X_Absa,,,
920_X_Absa,,,
921_X_Absa,,,
922_X_Absa,,,
923_X_Absa,,,
924_X_Absa,,,
925_X_Absa,,,
926_X_Absa,,,
927_X_Absa,,,
928_X_Absa,,,
929_X_Absa,,,
930_X_Absa,,,
931_X_Absa,,,
932_X_Absa,,,
933_X_Absa,,,
934_X_Absa,,,
935_X_Absa,,,
936_X_Absa,,,
937_X_Absa,,,
938_X_Absa,,,
939_X_Absa,,,
940_X_Absa,989.0,991.0,1012.0
941_X_Absa,,,
943_X_Absa,,,
944_X_Absa,,,
945_X_Absa,,,
946_X_Absa,,,
947_X_Absa,,,
948_X_Absa,,,
949_X_Absa,,,
953_X_Absa,,,
957_X_Absa,,,
962_X_Absa,187237.0,189961.0,153326.0
965_X_Absa,,,
993_X_Absa,,,
1035_X_Absa,,,
1036_X_Absa,,,
1037_X_Absa,,,
1038_X_Absa,,,
1039_X_Absa,,,
1040_X_Absa,,,
1041_X_Absa,,,
1042_X_Absa,,,
1043_X_Absa,,,
1044_X_Absa,,,
1045_X_Absa,,,
1046_X_Absa,,,
1047_X_Absa,,,
1048_X_Absa,,,
1049_X_Absa,,,
1050_X_Absa,,,
1051_X_Absa,,,
1052_X_Absa,,,
1053_X_Absa,,,
1054_X_Absa,,,
1055_X_Absa,,,
1070_X_Absa,,,
3_X_Clicks,,,
6_X_Clicks,,,
7_X_Clicks,,,
8_X_Clicks,,,
9_X_Clicks,,,
10_X_Clicks,,,
11_X_Clicks,,,
12_X_Clicks,,,
13_X_Clicks,,,
14_X_Clicks,,,
15_X_Clicks,,,
16_X_Clicks,,,
17_X_Clicks,,,
18_X_Clicks,,,
20_X_Clicks,,,
21_X_Clicks,,,
26_X_Clicks,,,
27_X_Clicks,,,
28_X_Clicks,,,
29_X_Clicks,,,
31_X_Clicks,,,
35_X_Clicks,100,100,
38_X_Clicks,,,
41_X_Clicks,,,
42_X_Clicks,,,
43_X_Clicks,,,
44_X_Clicks,,,
46_X_Clicks,1338907665,795432338,
47_X_Clicks,,,
48_X_Clicks,,,
49_X_Clicks,4,5,
50_X_Clicks,64,56,
51_X_Clicks,,,
52_X_Clicks,96,98,
53_X_Clicks,1,1,
54_X_Clicks,10,8,
55_X_Clicks,0,0,
62_X_Clicks,,,
63_X_Clicks,,,
64_X_Clicks,29733000000,26821000000,
65_X_Clicks,,,
66_X_Clicks,,,
67_X_Clicks,1180103000,1131068000,
70_X_Clicks,,,
74_X_Clicks,,,
77_X_Clicks,,,
82_X_Clicks,,,
83_X_Clicks,,,
86_X_Clicks,,,
90_X_Clicks,,,
93_X_Clicks,,,
95_X_Clicks,,,
96_X_Clicks,,,
97_X_Clicks,,,
100_X_Clicks,,,
101_X_Clicks,,,
103_X_Clicks,,,
104_X_Clicks,,,
105_X_Clicks,,,
109_X_Clicks,3800000000,3700000000,
110_X_Clicks,,,
111_X_Clicks,,,
112_X_Clicks,,,
113_X_Clicks,,,
114_X_Clicks,,,
115_X_Clicks,,,
116_X_Clicks,,,
118_X_Clicks,,,
119_X_Clicks,,,
120_X_Clicks,,,
121_X_Clicks,,,
122_X_Clicks,,,
123_X_Clicks,,,
124_X_Clicks,220000000,229000000,
125_X_Clicks,,,
126_X_Clicks,,,
128_X_Clicks,2339,2770,
129_X_Clicks,109023,107279,
130_X_Clicks,15903,13292,
132_X_Clicks,,,
133_X_Clicks,16,16,
134_X_Clicks,7272000000,7068000000,
135_X_Clicks,,,
136_X_Clicks,,,
137_X_Clicks,,,
138_X_Clicks,,,
141_X_Clicks,,,
142_X_Clicks,,,
143_X_Clicks,,,
144_X_Clicks,,,
145_X_Clicks,,,
146_X_Clicks,,,
148_X_Clicks,,,
150_X_Clicks,,,
151_X_Clicks,,,
153_X_Clicks,,,
154_X_Clicks,,,
156_X_Clicks,,,
157_X_Clicks,,,
162_X_Clicks,,,
163_X_Clicks,,,
164_X_Clicks,,,
166_X_Clicks,,,
169_X_Clicks,,,
170_X_Clicks,,,
172_X_Clicks,,,
179_X_Clicks,,,
183_X_Clicks,4,4,
185_X_Clicks,4,3,
187_X_Clicks,,,
188_X_Clicks,,,
189_X_Clicks,,,
190_X_Clicks,,,
191_X_Clicks,,,
193_X_Clicks,,,
194_X_Clicks,6,5,
195_X_Clicks,,,
196_X_Clicks,35,34,
197_X_Clicks,5,4,
198_X_Clicks,23,138,
203_X_Clicks,,,
212_X_Clicks,11655,11759,
213_X_Clicks,551,428,
214_X_Clicks,,,
216_X_Clicks,,,
219_X_Clicks,0,2,
220_X_Clicks,4,3,
222_X_Clicks,,,
226_X_Clicks,70,71,
228_X_Clicks,,,
229_X_Clicks,,,
232_X_Clicks,,,
236_X_Clicks,,,
243_X_Clicks,23,138,
244_X_Clicks,72,84,
246_X_Clicks,,,
252_X_Clicks,,,
259_X_Clicks,,,
262_X_Clicks,,,
265_X_Clicks,,,
267_X_Clicks,1938192000,1790687000,
268_X_Clicks,2391845000,2166315000,
269_X_Clicks,,,
273_X_Clicks,,,
274_X_Clicks,,,
275_X_Clicks,,,
276_X_Clicks,,,
277_X_Clicks,,,
278_X_Clicks,,,
279_X_Clicks,,,
281_X_Clicks,,,
282_X_Clicks,13,12,
285_X_Clicks,,,
286_X_Clicks,86,84,
287_X_Clicks,67,63,
288_X_Clicks,53,49,
289_X_Clicks,71,69,
290_X_Clicks,,,
291_X_Clicks,,,
293_X_Clicks,,,
294_X_Clicks,,,
295_X_Clicks,9,10,
298_X_Clicks,36,33,
300_X_Clicks,,,
302_X_Clicks,530,514,
308_X_Clicks,2,2,
311_X_Clicks,74,70,
314_X_Clicks,,,
316_X_Clicks,,,
317_X_Clicks,,,
318_X_Clicks,,,
319_X_Clicks,,,
321_X_Clicks,,,
323_X_Clicks,,,
324_X_Clicks,,,
325_X_Clicks,,,
326_X_Clicks,,,
331_X_Clicks,,,
332_X_Clicks,,,
333_X_Clicks,,,
334_X_Clicks,,,
338_X_Clicks,76,80,
339_X_Clicks,,,
341_X_Clicks,,,
343_X_Clicks,4,5,
347_X_Clicks,,,
348_X_Clicks,64,64,
349_X_Clicks,64,64,
353_X_Clicks,0.6175213938392707,0.5978960804385351,
356_X_Clicks,,,
364_X_Clicks,1872609259,1400929908,
366_X_Clicks,,,
367_X_Clicks,,,
368_X_Clicks,,,
369_X_Clicks,,,
376_X_Clicks,2568,2523,
379_X_Clicks,,,
380_X_Clicks,,,
382_X_Clicks,,,
385_X_Clicks,37339000000,33889000000,
390_X_Clicks,,,
393_X_Clicks,,,
394_X_Clicks,,,
397_X_Clicks,,,
398_X_Clicks,23326677,18777526,
399_X_Clicks,,,
400_X_Clicks,,,
404_X_Clicks,,,
406_X_Clicks,,,
407_X_Clicks,,,
414_X_Clicks,,,
418_X_Clicks,,,
421_X_Clicks,,,
430_X_Clicks,23326677,18777526,
432_X_Clicks,,,
433_X_Clicks,,,
435_X_Clicks,,,
439_X_Clicks,,,
444_X_Clicks,,,
445_X_Clicks,,,
448_X_Clicks,,,
449_X_Clicks,,,
451_X_Clicks,,,
452_X_Clicks,,,
453_X_Clicks,,,
458_X_Clicks,7570818.181818182,10300222.222222222,
460_X_Clicks,,,
461_X_Clicks,,,
466_X_Clicks,187000000,140000000,
467_X_Clicks,1967.68,1484.6000000000001,
468_X_Clicks,372954.6576,380618.0496,
471_X_Clicks,2303.0748,2275.7003999999997,
473_X_Clicks,,,
474_X_Clicks,,,
475_X_Clicks,,,
476_X_Clicks,,,
477_X_Clicks,65000000,69000000,
479_X_Clicks,,,
480_X_Clicks,,,
482_X_Clicks,,,
483_X_Clicks,,,
484_X_Clicks,,,
488_X_Clicks,,,
489_X_Clicks,42.198,42.3,
490_X_Clicks,,,
491_X_Clicks,,,
498_X_Clicks,,,
499_X_Clicks,,,
500_X_Clicks,,,
502_X_Clicks,,,
504_X_Clicks,,,
506_X_Clicks,24417303626,21955809853,
508_X_Clicks,103598.516,105727.236,
511_X_Clicks,97,112,
513_X_Clicks,,,
517_X_Clicks,,,
523_X_Clicks,15871,15582,
525_X_Clicks,,,
530_X_Clicks,,,
532_X_Clicks,,,
533_X_Clicks,,,
539_X_Clicks,,,
550_X_Clicks,,,
554_X_Clicks,2705,,
555_X_Clicks,,,
561_X_Clicks,,,
564_X_Clicks,,,
565_X_Clicks,,,
566_X_Clicks,,,
572_X_Clicks,,,
573_X_Clicks,,,
574_X_Clicks,,,
575_X_Clicks,33000000000,29000000000,
579_X_Clicks,,,
582_X_Clicks,,,
585_X_Clicks,,,
586_X_Clicks,,,
587_X_Clicks,,,
590_X_Clicks,,,
592_X_Clicks,,,
595_X_Clicks,,,
596_X_Clicks,,,
597_X_Clicks,,,
599_X_Clicks,,,
601_X_Clicks,,,
602_X_Clicks,,,
605_X_Clicks,,,
606_X_Clicks,,,
607_X_Clicks,23326677,18777526,
608_X_Clicks,,,
609_X_Clicks,5600000,6300000,
613_X_Clicks,,,
615_X_Clicks,,,
616_X_Clicks,,,
617_X_Clicks,,,
619_X_Clicks,,,
620_X_Clicks,,,
621_X_Clicks,,,
622_X_Clicks,,,
623_X_Clicks,,,
627_X_Clicks,,,
628_X_Clicks,,,
629_X_Clicks,,,
630_X_Clicks,,,
631_X_Clicks,,,
632_X_Clicks,,,
638_X_Clicks,,,
639_X_Clicks,,,
640_X_Clicks,,,
644_X_Clicks,,,
650_X_Clicks,,,
654_X_Clicks,,,
678_X_Clicks,,,
679_X_Clicks,,,
684_X_Clicks,,,
689_X_Clicks,,,
698_X_Clicks,,,
700_X_Clicks,,,
703_X_Clicks,,,
704_X_Clicks,,,
713_X_Clicks,,,
716_X_Clicks,,,
732_X_Clicks,19.84,19.67,
733_X_Clicks,1231.024,865.658,
734_X_Clicks,4020.366,3878.89,
735_X_Clicks,,,
736_X_Clicks,,,
737_X_Clicks,,,
738_X_Clicks,,,
742_X_Clicks,,,
749_X_Clicks,,,
750_X_Clicks,,,
751_X_Clicks,,,
753_X_Clicks,,,
757_X_Clicks,,,
758_X_Clicks,,,
759_X_Clicks,,,
760_X_Clicks,,,
761_X_Clicks,,,
762_X_Clicks,,,
763_X_Clicks,,,
764_X_Clicks,,,
765_X_Clicks,,,
766_X_Clicks,,,
767_X_Clicks,,,
768_X_Clicks,,,
771_X_Clicks,,,
772_X_Clicks,,,
773_X_Clicks,,,
774_X_Clicks,Not tracked,Not tracked,
775_X_Clicks,,,
776_X_Clicks,,,
777_X_Clicks,,,
778_X_Clicks,,,
779_X_Clicks,,,
781_X_Clicks,,,
782_X_Clicks,,,
783_X_Clicks,,,
784_X_Clicks,,,
785_X_Clicks,,,
786_X_Clicks,,,
788_X_Clicks,,,
789_X_Clicks,,,
790_X_Clicks,,,
791_X_Clicks,,,
792_X_Clicks,,,
794_X_Clicks,3,3,
795_X_Clicks,8,6,
796_X_Clicks,8,6,
797_X_Clicks,,,
798_X_Clicks,0,0,
799_X_Clicks,,,
800_X_Clicks,6984000000,6408000000,
802_X_Clicks,39,42,
803_X_Clicks,61,58,
804_X_Clicks,64,64,
